#{"t_start": 1763544255.1246347, "env_id": "None"}
r,l,t
93.242035,78,356.708421
-1087.5397,678,357.032513
-216.48347,453,357.133859
-790.4548,1244,357.315706
-1154.2858,1600,357.324833
27.633852,262,357.401172
196.65875,36,357.655344
46.357113,118,357.86999
-1307.3292,1600,358.116815
-1064.5933,1079,358.499091
88.41311,109,358.888168
-1414.7839,424,360.804674
-1064.3402,336,361.099607
104.88998,194,361.156065
124.61526,94,361.406574
20.816137,273,361.577846
-344.8276,507,361.584885
-1318.2605,1600,361.784396
173.06865,36,361.887423
187.73181,45,362.256905
111.14847,153,362.359289
-483.9123,775,362.559369
136.567,67,362.804407
-1320.9884,1600,363.371586
123.90777,118,363.496668
162.10486,88,363.50567
172.40897,30,363.617322
-189.3125,623,364.128199
-381.5781,600,364.180687
-1189.2407,628,364.261048
-191.98303,245,364.355364
-361.43704,366,364.407008
194.56091,50,364.680823
167.63815,61,364.914864
107.77361,72,364.955349
-147.2652,572,364.974817
120.945755,35,364.974871
95.80932,168,365.033553
-273.61023,630,365.151414
-71.88978,423,365.313648
153.24796,69,365.645121
128.72186,50,365.645177
-934.5403,1305,365.826715
150.43541,118,368.095773
-91.61835,316,368.31019
-32.23311,181,368.705966
47.155262,213,368.997929
205.69905,26,369.235808
-118.85639,401,369.844164
84.75918,135,370.35334
15.655539,204,370.49355
-82.87106,287,370.684617
-926.2188,592,370.775079
-80.73345,424,371.405814
-2732.2354,1600,371.913824
-791.2039,1066,371.940143
97.357735,73,371.997037
136.57079,122,372.909256
-261.68295,599,372.941726
-2313.6047,868,376.130951
-537.3667,841,376.15097
-817.7238,371,376.575927
-111.557365,268,376.757368
-577.01105,272,376.829076
-1141.6693,768,377.776023
-357.95007,54,378.207372
-855.4118,717,378.236919
-2044.0698,1600,378.254158
-1301.1431,1600,378.674917
-150.80037,331,378.822739
36.059963,269,378.997987
-597.9293,1098,379.091753
140.21596,48,379.232529
-602.8441,123,379.281786
-529.5648,1027,382.580939
83.68976,143,382.59917
58.896034,294,382.852376
-2136.2483,1600,383.446659
-1230.3718,1127,383.532834
30.131649,259,383.58731
199.88617,28,383.767272
-265.68674,351,383.767326
-144.24162,413,383.799799
40.3304,235,384.535122
205.56679,30,384.803103
-1836.1567,1600,384.891745
55.947624,175,385.283767
170.21524,33,385.596909
-213.83586,395,386.138414
-124.66287,358,387.18327
-1485.5236,1600,389.074162
-765.66345,1168,389.396665
-46.546265,329,390.018506
145.44572,152,390.322068
-1656.951,1600,390.403201
-275.0528,303,390.681864
-217.34396,265,392.19041
-119.76812,289,392.768796
-1391.9565,1600,393.365927
-2486.4133,1600,393.561617
-422.3092,101,393.623035
179.35507,35,393.67173
-1220.6815,1139,393.704575
-65.71475,409,394.061295
111.41547,49,395.440142
81.38966,140,396.195113
-3204.4868,1484,396.507614
-82.038445,588,396.739477
203.34956,24,396.739527
199.88441,41,397.136928
-55.482754,423,397.348955
-1581.791,1600,397.523136
-365.49655,57,397.680671
146.67606,101,397.708249
-871.4639,242,397.74762
-794.7529,1186,397.796051
74.43991,186,397.985924
127.23844,92,398.564233
194.95903,26,398.814935
104.03514,111,398.863581
-246.5003,418,398.941993
-408.41547,944,399.082591
-123.563545,141,399.112308
184.79845,36,399.220972
152.33992,41,399.484632
-152.20956,493,399.698755
-2906.622,1600,400.051703
113.69201,121,400.134182
-900.4731,1600,400.210715
-21.778019,292,400.219472
131.10045,66,400.281136
88.750725,123,400.281182
-1273.9364,1600,400.422733
28.76211,321,400.643227
117.74846,89,401.040562
110.72827,107,402.297268
-2172.6785,1600,402.386769
32.365917,288,402.41013
167.27733,61,402.522986
177.77502,31,402.682405
-646.9854,379,403.10377
-1442.6393,1600,403.152603
138.05962,110,404.039317
35.57685,191,404.3063
2.3615968,345,404.557261
20.055616,219,404.951215
-207.67976,492,405.31144
171.85071,64,405.479547
-40.586838,197,407.06688
-464.06854,536,407.093997
-251.96878,526,410.744448
-448.9092,355,410.818185
151.69827,57,411.253587
20.092237,275,411.64387
114.21366,55,411.691374
-1716.4059,1315,411.97727
141.40327,46,412.016508
-508.1452,60,412.473627
-1343.4325,1600,412.709028
-599.1594,1120,412.913715
-672.4571,413,414.201243
38.049137,201,414.326324
153.9371,37,414.624498
-354.4917,52,414.62455
-1461.9194,1600,414.856064
-1327.0756,1023,416.12135
136.7684,34,416.462241
-993.9187,1458,416.658246
142.13441,125,417.072154
95.15068,156,417.125193
202.88313,25,417.368737
-1149.0784,1600,417.390011
-1163.6099,517,418.042703
-1227.5415,1600,418.127036
-1546.0875,1600,418.284303
-436.67758,136,418.688731
99.56928,66,418.68878
-1006.52637,1507,418.717815
189.82742,39,419.064472
-2042.9121,1600,419.466331
67.101715,233,419.611398
-642.91003,1055,419.620468
93.78909,145,419.660806
163.98383,145,420.007376
-123.89162,458,420.604979
85.494064,293,420.657322
-606.83374,247,420.746537
-485.7213,809,421.00265
-165.26636,479,421.26316
-2582.7563,1600,422.480021
122.01356,82,422.62233
-5.0342946,281,423.172098
96.45938,125,423.251488
-42.072628,372,423.3786
-257.77243,437,423.562591
-376.52078,50,423.699851
146.2163,39,423.74491
179.45422,66,423.75253
41.80936,141,423.815598
201.54941,27,423.971803
54.929585,163,425.102743
-499.0484,886,425.197788
0.28565606,222,425.461036
121.43937,63,425.729861
97.9299,81,425.785715
-891.6009,665,425.955299
27.347939,247,425.983287
-394.22296,45,426.238453
165.38034,92,426.362594
-366.10022,679,427.411389
-2485.8828,1600,427.535441
-1407.9727,1600,427.921268
128.03937,65,430.19206
-490.45444,786,430.688647
-903.3128,811,430.803693
-29.86298,306,431.006005
-318.18655,41,431.143498
98.155045,171,431.187806
64.09798,141,431.265969
-78.33994,314,431.370583
88.44734,151,431.436937
153.26581,76,431.627696
-436.05017,68,431.727178
134.579,91,431.975804
110.55544,83,431.992545
-338.5712,698,432.059216
-429.9774,736,432.298056
-2725.5415,1532,432.334891
-1101.3888,1195,433.064414
147.95085,82,433.064464
-410.13242,55,433.655867
8.2005415,191,434.028249
-428.81427,628,434.245142
-112.40177,364,434.253135
-433.4467,62,434.79847
-394.86288,669,434.817266
105.212875,98,435.10093
-488.9561,755,435.118062
-481.38864,197,438.632736
-469.60645,543,438.642109
-1309.4974,1600,438.995802
66.91831,234,439.217078
196.03114,47,439.636883
-687.1116,307,439.832123
-109.71455,642,440.033801
-1672.3029,1600,440.990635
28.622976,218,441.367087
-175.31544,343,441.42046
-135.96075,348,441.467731
-290.95593,815,441.649844
142.13484,84,442.327713
54.8535,135,442.511776
-281.3636,858,445.426981
-1344.9602,1171,449.579357
-388.76218,26,449.795807
-204.23119,570,450.263914
-1127.6079,1600,450.456136
-1455.4922,1600,450.668379
-822.0994,1600,450.752821
-367.64987,35,450.809253
-2360.346,1600,451.34131
21.558956,224,453.829207
-473.28555,773,453.891014
-1062.5076,1600,453.957262
141.96892,40,454.301336
-1372.3527,1600,454.431262
-1119.9407,1127,454.468462
127.20871,73,454.468512
-46.857525,199,454.485576
207.9734,27,454.537335
134.1893,43,454.831917
179.50806,36,455.182442
67.357834,97,455.418274
-889.8117,1394,455.793317
64.18886,226,456.499774
142.11543,46,456.954463
-1040.0052,507,457.639915
-2380.746,1327,457.838671
142.40392,37,458.322544
-1744.3384,1600,458.733167
76.10609,126,458.9896
-4.729697,358,459.354137
-447.98047,516,459.490821
-46.927364,241,459.502192
112.46725,44,461.643653
-2038.4504,1600,462.537544
-167.1227,515,462.575624
138.38356,126,463.140399
176.11906,49,463.164712
-1284.1337,1600,463.249167
-421.92355,964,464.442857
91.59855,123,464.507738
18.981024,192,464.586406
118.54326,75,465.383594
-357.53207,741,465.383673
146.78542,82,465.57639
-1076.7474,1121,465.744233
184.3427,29,465.756756
-531.1681,377,465.822699
-1256.4016,1600,465.850107
165.37953,31,466.170533
156.00826,38,466.259373
-415.88812,46,466.691846
-48.7582,472,466.865735
148.78065,81,466.935195
-82.24938,358,467.048909
141.13574,30,467.230258
184.28795,41,467.260213
68.30509,184,467.308941
173.13808,36,467.38869
-75.383415,396,467.38875
62.81969,206,467.631233
-30.15726,282,467.650683
-593.1008,560,467.698463
-381.89508,45,468.016812
88.11071,281,470.606112
98.13712,121,470.900776
-655.7749,1199,471.001776
33.310303,197,471.276076
38.703922,96,471.507423
103.18404,75,472.241364
179.1899,113,472.361662
-830.0359,325,472.445668
48.060078,192,472.762789
-1413.7441,1600,472.891762
163.23622,121,473.620021
-100.14535,509,473.651595
177.02194,41,473.962922
-135.28067,402,473.962974
-2642.6318,1600,474.142427
-14.903769,211,474.279464
92.67254,93,474.421179
71.72163,124,475.701208
-872.12976,1270,475.932534
-198.86505,709,476.253615
101.070755,110,479.367985
120.53178,126,479.749973
-68.74624,363,480.036643
138.78856,59,480.284042
-381.14847,838,480.369595
104.44061,187,480.680965
7.802555,412,480.942075
-17.28334,445,481.08666
119.11937,89,481.269358
-1277.9434,1600,481.323578
-433.0847,140,481.406461
195.2194,38,481.422146
21.246552,237,481.618725
113.41105,141,481.661214
160.55219,52,481.733756
144.96877,61,481.946755
-431.26892,48,482.036908
157.81345,38,482.280516
157.73497,41,482.398144
-124.41418,743,482.471927
190.82314,29,482.520582
123.13496,137,482.901582
61.72292,184,482.987935
105.31267,69,483.211873
164.67776,34,483.55321
130.27017,64,483.624156
-46.615395,295,483.661276
215.20854,22,483.751639
-37.313614,269,483.919022
104.88495,241,483.998813
148.1631,50,484.196822
5.9991775,189,484.330555
114.80096,80,484.657672
-379.89108,52,484.76052
20.721046,179,484.760574
-439.30676,76,484.77696
176.93607,52,484.845454
164.54428,49,485.702477
100.31362,107,486.267058
-3277.2798,1600,486.345885
147.43404,83,486.494065
111.03229,180,486.806669
163.53436,72,486.896877
-324.3093,615,486.989189
-469.54132,183,487.006848
-2215.8357,1600,487.707132
-1166.3859,1600,487.873557
-433.65326,1146,488.045015
108.03886,111,488.091421
-47.19176,411,488.11036
6.134135,188,488.249159
51.243046,200,488.773327
-409.31952,74,488.831753
79.3629,207,489.026912
-395.85895,40,489.414746
156.98184,66,489.516568
-1839.7074,1600,489.528096
-20.236994,182,489.578738
193.31972,26,489.771985
-54.812534,360,489.906173
7.85243,183,490.009335
113.06924,77,490.154238
124.74073,78,490.281843
-269.87347,224,490.383131
-232.11844,773,490.561494
88.76208,188,490.620861
167.17377,84,490.655039
-1620.3779,1600,490.724989
156.00146,65,490.899101
-360.957,403,491.013575
152.679,33,491.071054
-1346.1575,1600,491.272543
103.12359,72,493.710961
-410.29486,96,494.121253
68.51029,235,494.17627
81.59012,223,495.197606
-83.208954,285,495.318566
-41.228977,314,495.701198
74.063324,161,495.765807
-256.1623,327,495.84618
169.92899,64,495.960295
-73.07263,469,496.088132
-402.7832,28,496.40386
-1598.1342,696,496.711547
-1091.2556,358,497.264507
-597.5907,88,497.315902
-146.01129,463,497.465754
104.7587,74,497.977116
-778.82465,334,498.495923
-726.2128,260,498.521891
161.07849,65,498.549588
-257.66824,712,498.672461
-159.18631,308,498.747941
186.66345,30,499.029918
162.90047,40,499.374044
143.099,48,502.584191
92.2289,154,502.846026
102.40511,46,503.005918
-383.8252,34,503.136829
138.79518,68,503.603017
-197.91475,492,504.448374
-1560.435,1600,504.54654
-163.78369,412,504.871303
-2130.6045,1600,505.150933
-175.65338,461,505.352539
109.07459,67,505.562313
116.74183,74,506.253617
-549.92444,938,507.139943
-384.79257,517,507.822661
-672.0801,290,507.905473
-1021.9706,1600,508.582654
-62.89228,303,508.605599
99.67051,83,508.948214
-935.08405,1600,510.25017
-1272.1943,707,510.448595
-245.97137,410,510.45742
-1283.7566,1600,510.49184
-133.54033,322,510.499891
168.43422,64,511.014729
-1574.6667,1600,512.539699
138.64403,40,513.037223
39.119503,223,513.581676
-900.6952,532,513.929865
159.33691,39,513.961755
-1974.8248,1600,514.281762
-60.059467,414,516.996389
-2531.167,1518,517.220472
154.84999,112,517.229379
-1088.7195,1600,517.331043
169.11256,48,517.430724
173.58482,40,517.591251
116.89588,46,517.740348
-158.23407,500,517.816552
-555.26807,673,517.874375
193.43282,42,517.950673
-356.1074,109,518.757168
-1016.79675,1600,518.837164
-1564.727,1305,519.406719
-205.84389,482,519.549339
-593.5714,411,519.979561
-46.914597,325,520.09761
-466.77588,867,520.576045
88.48447,152,520.669179
-203.79878,283,521.172936
97.24107,197,521.182344
-155.62663,491,521.297812
168.1157,54,521.602362
77.88474,56,521.628306
-185.03784,495,521.877827
202.83447,34,521.892002
-1950.9514,1600,521.940723
-541.1926,212,523.778497
86.76694,83,524.018154
119.048996,33,524.057795
55.438133,130,524.149947
89.977585,186,524.264248
-343.91,80,524.8052
-346.74496,698,524.906261
151.15765,32,525.182225
-69.52823,478,525.380035
-2.1446242,246,525.414579
166.03311,32,525.442431
181.56024,32,525.62915
-161.8246,526,525.867097
-1635.582,1338,526.07136
23.816254,260,526.169028
92.83306,105,526.269445
-1574.0127,1600,526.301406
-13.908941,379,526.398941
-159.89612,541,526.516713
-817.8522,1600,526.549342
-324.2244,50,526.565989
-359.81277,795,526.69712
62.719616,254,526.849149
162.33789,47,526.929588
143.18146,168,527.764702
-58.472733,324,528.025198
90.062706,46,528.412495
-54.456917,355,530.788337
-375.32343,55,530.885655
131.43753,141,530.961369
-363.22598,50,531.353603
12.26994,332,531.428855
174.50473,47,531.803627
-585.8735,446,532.218754
-437.23587,579,532.447226
148.42896,53,532.834922
144.29324,31,533.216992
-1498.3115,1600,533.284006
192.96582,30,533.590031
144.55501,37,533.599877
-12.631697,353,534.856161
-934.89526,1600,535.139753
-251.46638,693,535.210497
-85.68264,456,535.278281
-408.41855,788,535.43348
-250.83589,827,535.569534
-522.75104,769,535.6081
73.954,210,535.628248
35.19243,223,535.740353
148.04333,35,535.888771
-390.95178,38,535.951517
174.76956,34,536.033229
153.87653,37,536.200937
177.64755,56,536.490752
61.736362,139,537.734183
176.95929,33,537.863568
164.25313,44,538.22386
51.23533,206,538.446187
191.52103,52,538.649379
46.796635,119,538.704679
-333.25317,550,538.721191
12.353244,236,538.993605
145.82181,77,539.33581
125.84134,129,539.680906
-420.11697,504,540.173667
-1261.2731,968,540.517418
119.50432,63,540.719487
-1316.2101,1600,540.93796
153.16612,42,541.063057
-998.3788,1600,541.188662
148.69478,55,541.388271
181.49464,46,541.552622
-436.30588,77,541.991841
-412.47986,537,544.84839
-1339.1108,1600,545.026577
-42.227642,285,545.197326
134.7808,38,545.207092
75.834816,51,545.524484
122.594604,55,545.740992
-1235.6775,1600,545.793465
154.68002,43,545.926408
-479.5525,70,546.517941
-835.56494,1008,546.610968
-632.20807,917,546.695924
203.85493,25,546.806466
-1341.0164,801,546.890849
-403.60965,1063,546.941425
111.33092,141,546.958034
167.75824,38,547.265076
107.64703,55,547.427349
23.7281,221,547.59444
117.688614,120,547.898472
3.0386398,203,548.193878
123.18813,97,548.226172
98.7797,82,548.267075
-1349.0991,1600,548.719589
-260.99698,782,548.887165
210.88287,22,548.887216
33.109386,224,549.143534
152.67003,67,549.704289
-1016.9748,543,549.84133
-378.96625,34,551.385005
-104.365105,253,551.701078
185.8719,65,551.757121
-723.1403,1240,552.498731
-260.2861,867,552.507963
-1400.807,1600,553.02755
-57.300365,411,553.279841
125.34016,143,554.023628
-198.73314,448,554.343415
-45.29384,293,554.518354
-353.45126,52,554.753497
135.62,68,555.069396
-432.79086,820,555.331199
-54.253723,382,555.950878
-1409.2843,1600,556.111104
177.86908,54,556.371794
-1294.8298,1600,556.469694
-540.83795,238,556.892813
140.9473,44,556.964534
178.27376,32,556.964585
-381.37625,28,557.192991
141.88556,31,557.452143
170.75928,33,557.720119
-2139.129,1498,557.750752
-224.79286,680,557.819526
-312.52313,442,557.834337
-254.55287,933,557.889451
-1508.6826,1000,558.061626
-57.785927,328,558.209424
149.60994,31,558.317039
-467.26694,86,558.44835
-1154.1322,634,558.588542
167.74358,51,559.00175
-33.284286,262,559.102069
168.96219,87,559.171427
124.27427,157,559.179955
-2203.7065,1429,560.573382
-575.1064,339,560.662852
-1124.3263,645,560.708938
-19.714245,313,561.038193
167.60034,87,561.344406
156.70981,99,561.35315
79.17816,268,561.429325
-169.61754,426,561.79489
-561.5554,111,561.880927
-86.00357,340,562.029119
18.677294,214,566.306889
83.67542,84,566.393236
-71.86243,420,566.446576
-2.7329674,226,566.999897
-16.067738,217,567.024747
98.23804,92,567.089685
132.72694,145,567.408789
-431.95157,81,567.78866
-372.09412,844,567.924833
-1238.4067,739,568.000775
-971.6131,1600,568.125357
-1338.273,1269,568.139494
122.67656,60,568.150159
128.24078,30,568.173441
143.32214,50,568.468488
147.37077,38,568.589929
120.67674,73,568.917336
108.90668,127,569.260225
91.70332,87,569.370973
-1291.4323,1600,569.38085
-1410.032,732,569.520672
1.9056317,284,569.717494
199.31445,27,569.72649
161.65034,150,569.780434
52.146526,185,569.811349
183.1797,58,569.81949
69.870964,203,569.981866
97.63231,92,570.116471
86.68593,51,570.194776
73.675255,196,570.466887
126.80509,102,570.532675
211.83049,25,570.665704
155.06346,97,570.726507
-114.608315,637,570.726559
91.78091,49,570.910799
124.95219,65,571.224599
51.39867,191,571.301167
-1208.6565,1201,572.57114
